"Project","File","Line","Column","Code","Category","Message"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\IEmbeddingService.cs","6","27","S4136","Other","All 'GenerateEmbeddingAsync' method overloads should be adjacent. (https://rules.sonarsource.com/csharp/RSPEC-4136)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\DTOs\CreateCollectionRequest.cs","16","15","MA0048","Other","File name must match type name (record InitialDocumentRequest) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Entities\DocumentCollection.cs","107","9","S125","Other","Remove this commented out code. (https://rules.sonarsource.com/csharp/RSPEC-125)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Entities\DocumentCollection.cs","124","9","S125","Other","Remove this commented out code. (https://rules.sonarsource.com/csharp/RSPEC-125)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\DTOs\DocumentCollectionDto.cs","25","15","MA0048","Other","File name must match type name (record CollectionDocumentDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\IQdrantService.cs","7","23","S4136","Other","All 'IndexDocumentChunksAsync' method overloads should be adjacent. (https://rules.sonarsource.com/csharp/RSPEC-4136)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\IQdrantService.cs","16","24","S4136","Other","All 'SearchAsync' method overloads should be adjacent. (https://rules.sonarsource.com/csharp/RSPEC-4136)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Entities\DocumentCollection.cs","183","22","MA0048","Other","File name must match type name (record CollectionDocument) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\ITotpService.cs","72","12","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Commands\CreateGameFAQCommand.cs","10","15","S101","Other","Rename record 'CreateGameFAQCommand' to match pascal case naming rules, consider using 'CreateGameFaqCommand'. (https://rules.sonarsource.com/csharp/RSPEC-101)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","566","24","S3459","Other","Remove unassigned auto-property 'Screenshot', or set its value. (https://rules.sonarsource.com/csharp/RSPEC-3459)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","567","24","S3459","Other","Remove unassigned auto-property 'Documentation', or set its value. (https://rules.sonarsource.com/csharp/RSPEC-3459)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","578","21","S3459","Other","Remove unassigned auto-property 'Required', or set its value. (https://rules.sonarsource.com/csharp/RSPEC-3459)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","579","24","S3459","Other","Remove unassigned auto-property 'Default', or set its value. (https://rules.sonarsource.com/csharp/RSPEC-3459)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","580","30","S3459","Other","Remove unassigned auto-property 'Options', or set its value. (https://rules.sonarsource.com/csharp/RSPEC-3459)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","581","21","S3459","Other","Remove unassigned auto-property 'Sensitive', or set its value. (https://rules.sonarsource.com/csharp/RSPEC-3459)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","566","42","S1144","Other","Remove the unused private set accessor in property 'Screenshot'. (https://rules.sonarsource.com/csharp/RSPEC-1144)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","567","45","S1144","Other","Remove the unused private set accessor in property 'Documentation'. (https://rules.sonarsource.com/csharp/RSPEC-1144)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","578","37","S1144","Other","Remove the unused private set accessor in property 'Required'. (https://rules.sonarsource.com/csharp/RSPEC-1144)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","579","39","S1144","Other","Remove the unused private set accessor in property 'Default'. (https://rules.sonarsource.com/csharp/RSPEC-1144)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","580","45","S1144","Other","Remove the unused private set accessor in property 'Options'. (https://rules.sonarsource.com/csharp/RSPEC-1144)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\N8nTemplateService.cs","581","38","S1144","Other","Remove the unused private set accessor in property 'Sensitive'. (https://rules.sonarsource.com/csharp/RSPEC-1144)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Commands\DeleteGameFAQCommand.cs","9","15","S101","Other","Rename record 'DeleteGameFAQCommand' to match pascal case naming rules, consider using 'DeleteGameFaqCommand'. (https://rules.sonarsource.com/csharp/RSPEC-101)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\QdrantService.cs","528","12","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\External\TesseractOcrAdapter.cs","193","9","S125","Other","Remove this commented out code. (https://rules.sonarsource.com/csharp/RSPEC-125)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Handlers\AddDocumentToCollectionCommandHandler.cs","85","47","S1144","Other","Remove the unused private method 'MapToDto'. (https://rules.sonarsource.com/csharp/RSPEC-1144)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\GetReportExecutionsQuery.cs","19","22","MA0048","Other","File name must match type name (record ReportExecutionDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Models\LlmHealthDto.cs","11","43","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\QdrantService.cs","555","12","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\GetScheduledReportsQuery.cs","15","22","MA0048","Other","File name must match type name (record ScheduledReportDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\KnowledgeBase\Application\Commands\AddCommentToSharedThread\AddCommentToSharedThreadCommand.cs","20","22","MA0048","Other","File name must match type name (record AddCommentToSharedThreadResult) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\Entities\GameFAQEntity.cs","10","14","S101","Other","Rename class 'GameFAQEntity' to match pascal case naming rules, consider using 'GameFaqEntity'. (https://rules.sonarsource.com/csharp/RSPEC-101)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Services\CitationPriorityService.cs","105","22","MA0048","Other","File name must match type name (record PrioritizedCitation) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Services\CitationPriorityService.cs","114","22","MA0048","Other","File name must match type name (record Citation) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\Entities\GameFAQ.cs","10","21","S101","Other","Rename class 'GameFAQ' to match pascal case naming rules, consider using 'GameFaq'. (https://rules.sonarsource.com/csharp/RSPEC-101)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\GetUserActivityQuery.cs","24","22","MA0048","Other","File name must match type name (record UserActivityDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\GetUserActivityQuery.cs","35","22","MA0048","Other","File name must match type name (record GetUserActivityResult) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Commands\UpdateGameFAQCommand.cs","10","15","S101","Other","Rename record 'UpdateGameFAQCommand' to match pascal case naming rules, consider using 'UpdateGameFaqCommand'. (https://rules.sonarsource.com/csharp/RSPEC-101)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\Repositories\IGameFAQRepository.cs","9","18","S101","Other","Rename interface 'IGameFAQRepository' to match pascal case naming rules, consider using 'IGameFaqRepository'. (https://rules.sonarsource.com/csharp/RSPEC-101)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Commands\UpvoteGameFAQCommand.cs","10","15","S101","Other","Rename record 'UpvoteGameFAQCommand' to match pascal case naming rules, consider using 'UpvoteGameFaqCommand'. (https://rules.sonarsource.com/csharp/RSPEC-101)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Models\ValidationAccuracyBaselineDto.cs","90","21","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Infrastructure\Persistence\GameFAQRepository.cs","17","14","S101","Other","Rename class 'GameFAQRepository' to match pascal case naming rules, consider using 'GameFaqRepository'. (https://rules.sonarsource.com/csharp/RSPEC-101)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\Testing\GetAccessibilityMetricsQuery.cs","15","15","MA0048","Other","File name must match type name (record AccessibilityMetricsDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Queries\Testing\GetE2EMetricsQuery.cs","15","15","MA0048","Other","File name must match type name (record E2EMetricsDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)"
